   #Energy      xx              yy   
  64.398      0.2439E-02      0.2439E-02
  64.406      0.2440E-02      0.2440E-02
  64.414      0.2440E-02      0.2440E-02
  64.422      0.2440E-02      0.2440E-02
  64.430      0.2440E-02      0.2440E-02
  64.438      0.2441E-02      0.2441E-02
  64.445      0.2441E-02      0.2441E-02
  64.453      0.2441E-02      0.2441E-02
  64.461      0.2442E-02      0.2442E-02
  64.469      0.2442E-02      0.2442E-02
  64.477      0.2442E-02      0.2442E-02
  64.485      0.2443E-02      0.2443E-02
  64.493      0.2443E-02      0.2443E-02
  64.501      0.2443E-02      0.2443E-02
  64.509      0.2443E-02      0.2443E-02
  64.517      0.2444E-02      0.2444E-02
  64.525      0.2444E-02      0.2444E-02
  64.532      0.2444E-02      0.2444E-02
  64.540      0.2445E-02      0.2445E-02
  64.548      0.2445E-02      0.2445E-02
  64.556      0.2445E-02      0.2445E-02
  64.564      0.2446E-02      0.2446E-02
  64.572      0.2446E-02      0.2446E-02
  64.580      0.0000E+00      0.2446E-02
  64.588      0.0000E+00      0.2446E-02
  64.596      0.0000E+00      0.2447E-02
  64.604      0.0000E+00      0.2447E-02
  64.612      0.0000E+00      0.2447E-02
  64.619      0.0000E+00      0.2448E-02
  64.627      0.0000E+00      0.2448E-02
  64.635      0.0000E+00      0.2448E-02
  64.643      0.0000E+00      0.2449E-02
  64.651      0.0000E+00      0.2449E-02
  64.659      0.0000E+00      0.2449E-02
  64.667      0.0000E+00      0.2449E-02
  64.675      0.0000E+00      0.2450E-02
  64.683      0.0000E+00      0.2450E-02
  64.691      0.0000E+00      0.2450E-02
  64.698      0.0000E+00      0.2451E-02
  64.706      0.0000E+00      0.2451E-02
  64.714      0.0000E+00      0.0000E+00
  64.722      0.0000E+00      0.0000E+00
  64.730      0.0000E+00      0.0000E+00
  64.738      0.0000E+00      0.0000E+00
  64.746      0.0000E+00      0.0000E+00
  64.754      0.0000E+00      0.0000E+00
  64.762      0.0000E+00      0.0000E+00
  64.770      0.0000E+00      0.0000E+00
  64.778      0.0000E+00      0.0000E+00
  64.785      0.0000E+00      0.0000E+00
  64.793      0.0000E+00      0.0000E+00
  64.801      0.0000E+00      0.0000E+00
  64.809      0.0000E+00      0.0000E+00
  64.817      0.0000E+00      0.0000E+00
  64.825      0.0000E+00      0.0000E+00
  64.833      0.0000E+00      0.0000E+00
  64.841      0.0000E+00      0.0000E+00
  64.849      0.0000E+00      0.0000E+00
  64.856      0.0000E+00      0.0000E+00
  64.864      0.0000E+00      0.0000E+00
  64.872      0.0000E+00      0.0000E+00
  64.880      0.0000E+00      0.0000E+00
  64.888      0.0000E+00      0.0000E+00
  64.896      0.0000E+00      0.0000E+00
  64.904      0.0000E+00      0.0000E+00
  64.912      0.0000E+00      0.0000E+00
  64.920      0.0000E+00      0.0000E+00
  64.928      0.0000E+00      0.0000E+00
  64.936      0.0000E+00      0.0000E+00
  64.944      0.0000E+00      0.0000E+00
  64.951      0.0000E+00      0.0000E+00
  64.959      0.0000E+00      0.0000E+00
  64.967      0.0000E+00      0.0000E+00
  64.975      0.0000E+00      0.0000E+00
  64.983      0.0000E+00      0.0000E+00
  64.991      0.0000E+00      0.0000E+00
  64.999      0.0000E+00      0.0000E+00
  65.007      0.0000E+00      0.0000E+00
  65.015      0.0000E+00      0.0000E+00
  65.022      0.0000E+00      0.0000E+00
  65.030      0.0000E+00      0.0000E+00
  65.038      0.0000E+00      0.0000E+00
  65.046      0.0000E+00      0.0000E+00
  65.054      0.0000E+00      0.0000E+00
  65.062      0.0000E+00      0.0000E+00
  65.070      0.0000E+00      0.0000E+00
  65.078      0.0000E+00      0.0000E+00
  65.086      0.0000E+00      0.0000E+00
  65.094      0.0000E+00      0.0000E+00
  65.102      0.0000E+00      0.0000E+00
  65.109      0.0000E+00      0.0000E+00
  65.117      0.0000E+00      0.0000E+00
  65.125      0.0000E+00      0.0000E+00
  65.133      0.0000E+00      0.0000E+00
  65.141      0.0000E+00      0.0000E+00
  65.149      0.0000E+00      0.0000E+00
  65.157      0.0000E+00      0.0000E+00
  65.165      0.0000E+00      0.0000E+00
  65.173      0.0000E+00      0.0000E+00
  65.181      0.0000E+00      0.0000E+00
  65.189      0.0000E+00      0.0000E+00
  65.196      0.0000E+00      0.0000E+00
  65.204      0.0000E+00      0.0000E+00
  65.212      0.0000E+00      0.0000E+00
  65.220      0.0000E+00      0.0000E+00
  65.228      0.0000E+00      0.0000E+00
  65.236      0.0000E+00      0.0000E+00
  65.244      0.0000E+00      0.0000E+00
  65.252      0.0000E+00      0.0000E+00
  65.260      0.0000E+00      0.0000E+00
  65.267      0.0000E+00      0.0000E+00
  65.275      0.0000E+00      0.0000E+00
  65.283      0.0000E+00      0.0000E+00
  65.291      0.0000E+00      0.0000E+00
  65.299      0.0000E+00      0.0000E+00
  65.307      0.0000E+00      0.0000E+00
  65.315      0.0000E+00      0.0000E+00
  65.323      0.0000E+00      0.0000E+00
  65.331      0.0000E+00      0.0000E+00
  65.339      0.0000E+00      0.0000E+00
  65.347      0.0000E+00      0.0000E+00
  65.355      0.0000E+00      0.0000E+00
  65.362      0.0000E+00      0.0000E+00
  65.370      0.0000E+00      0.0000E+00
  65.378      0.0000E+00      0.0000E+00
  65.386      0.0000E+00      0.0000E+00
  65.394      0.0000E+00      0.0000E+00
  65.402      0.0000E+00      0.0000E+00
  65.410      0.0000E+00      0.0000E+00
  65.418      0.0000E+00      0.0000E+00
  65.426      0.0000E+00      0.0000E+00
  65.433      0.0000E+00      0.0000E+00
  65.441      0.0000E+00      0.0000E+00
  65.449      0.0000E+00      0.0000E+00
  65.457      0.0000E+00      0.0000E+00
  65.465      0.0000E+00      0.0000E+00
  65.473      0.0000E+00      0.0000E+00
  65.481      0.0000E+00      0.0000E+00
  65.489      0.0000E+00      0.0000E+00
  65.497      0.0000E+00      0.0000E+00
  65.505      0.0000E+00      0.0000E+00
  65.513      0.0000E+00      0.0000E+00
  65.520      0.0000E+00      0.0000E+00
  65.528      0.0000E+00      0.0000E+00
  65.536      0.0000E+00      0.0000E+00
  65.544      0.0000E+00      0.0000E+00
  65.552      0.0000E+00      0.0000E+00
  65.560      0.0000E+00      0.0000E+00
  65.568      0.0000E+00      0.0000E+00
  65.576      0.0000E+00      0.0000E+00
  65.584      0.0000E+00      0.0000E+00
  65.592      0.0000E+00      0.0000E+00
  65.600      0.0000E+00      0.0000E+00
  65.607      0.0000E+00      0.0000E+00
  65.615      0.0000E+00      0.0000E+00
  65.623      0.0000E+00      0.0000E+00
  65.631      0.0000E+00      0.0000E+00
  65.639      0.0000E+00      0.0000E+00
  65.647      0.0000E+00      0.0000E+00
  65.655      0.0000E+00      0.0000E+00
  65.663      0.0000E+00      0.0000E+00
  65.671      0.0000E+00      0.0000E+00
  65.679      0.0000E+00      0.0000E+00
  65.686      0.0000E+00      0.0000E+00
  65.694      0.0000E+00      0.0000E+00
  65.702      0.0000E+00      0.0000E+00
  65.710      0.0000E+00      0.0000E+00
  65.718      0.0000E+00      0.0000E+00
  65.726      0.0000E+00      0.0000E+00
  65.734      0.0000E+00      0.0000E+00
  65.742      0.0000E+00      0.0000E+00
  65.750      0.0000E+00      0.0000E+00
  65.758      0.0000E+00      0.0000E+00
  65.766      0.0000E+00      0.0000E+00
  65.773      0.0000E+00      0.0000E+00
  65.781      0.0000E+00      0.0000E+00
  65.789      0.0000E+00      0.0000E+00
  65.797      0.0000E+00      0.0000E+00
  65.805      0.0000E+00      0.0000E+00
  65.813      0.0000E+00      0.0000E+00
  65.821      0.0000E+00      0.0000E+00
  65.829      0.0000E+00      0.0000E+00
  65.837      0.0000E+00      0.0000E+00
  65.845      0.0000E+00      0.0000E+00
  65.853      0.0000E+00      0.0000E+00
  65.860      0.0000E+00      0.0000E+00
  65.868      0.0000E+00      0.0000E+00
  65.876      0.0000E+00      0.0000E+00
  65.884      0.0000E+00      0.0000E+00
  65.892      0.0000E+00      0.0000E+00
  65.900      0.0000E+00      0.0000E+00
  65.908      0.0000E+00      0.0000E+00
  65.916      0.0000E+00      0.0000E+00
  65.924      0.0000E+00      0.0000E+00
  65.931      0.0000E+00      0.0000E+00
  65.939      0.0000E+00      0.0000E+00
  65.947      0.0000E+00      0.0000E+00
  65.955      0.0000E+00      0.0000E+00
  65.963      0.0000E+00      0.0000E+00
  65.971      0.0000E+00      0.0000E+00
  65.979      0.0000E+00      0.0000E+00
  65.987      0.0000E+00      0.0000E+00
  65.995      0.0000E+00      0.0000E+00
  66.003      0.0000E+00      0.0000E+00
  66.011      0.0000E+00      0.0000E+00
  66.019      0.0000E+00      0.0000E+00
  66.026      0.0000E+00      0.0000E+00
  66.034      0.0000E+00      0.0000E+00
  66.042      0.0000E+00      0.0000E+00
  66.050      0.0000E+00      0.0000E+00
  66.058      0.0000E+00      0.0000E+00
  66.066      0.0000E+00      0.0000E+00
  66.074      0.0000E+00      0.0000E+00
  66.082      0.0000E+00      0.0000E+00
  66.090      0.0000E+00      0.0000E+00
  66.097      0.0000E+00      0.0000E+00
  66.105      0.0000E+00      0.0000E+00
  66.113      0.0000E+00      0.0000E+00
  66.121      0.0000E+00      0.0000E+00
  66.129      0.0000E+00      0.0000E+00
  66.137      0.0000E+00      0.0000E+00
  66.145      0.0000E+00      0.0000E+00
  66.153      0.0000E+00      0.0000E+00
  66.161      0.0000E+00      0.0000E+00
  66.169      0.0000E+00      0.0000E+00
  66.177      0.0000E+00      0.0000E+00
  66.184      0.0000E+00      0.0000E+00
  66.192      0.0000E+00      0.0000E+00
  66.200      0.0000E+00      0.0000E+00
  66.208      0.0000E+00      0.0000E+00
  66.216      0.0000E+00      0.0000E+00
  66.224      0.0000E+00      0.0000E+00
  66.232      0.0000E+00      0.0000E+00
  66.240      0.0000E+00      0.0000E+00
  66.248      0.0000E+00      0.0000E+00
  66.256      0.0000E+00      0.0000E+00
  66.263      0.0000E+00      0.0000E+00
  66.271      0.0000E+00      0.0000E+00
  66.279      0.0000E+00      0.0000E+00
  66.287      0.0000E+00      0.0000E+00
  66.295      0.0000E+00      0.0000E+00
  66.303      0.0000E+00      0.0000E+00
  66.311      0.0000E+00      0.0000E+00
  66.319      0.0000E+00      0.0000E+00
  66.327      0.0000E+00      0.0000E+00
  66.335      0.0000E+00      0.0000E+00
  66.343      0.0000E+00      0.0000E+00
  66.350      0.0000E+00      0.0000E+00
  66.358      0.0000E+00      0.0000E+00
  66.366      0.0000E+00      0.0000E+00
  66.374      0.0000E+00      0.0000E+00
  66.382      0.0000E+00      0.0000E+00
  66.390      0.0000E+00      0.0000E+00
  66.398      0.0000E+00      0.0000E+00
  66.406      0.0000E+00      0.0000E+00
  66.414      0.0000E+00      0.0000E+00
  66.422      0.0000E+00      0.0000E+00
  66.430      0.0000E+00      0.0000E+00
  66.437      0.0000E+00      0.0000E+00
  66.445      0.0000E+00      0.0000E+00
  66.453      0.0000E+00      0.0000E+00
  66.461      0.0000E+00      0.0000E+00
  66.469      0.0000E+00      0.0000E+00
  66.477      0.0000E+00      0.0000E+00
  66.485      0.0000E+00      0.0000E+00
  66.493      0.0000E+00      0.0000E+00
  66.501      0.0000E+00      0.0000E+00
  66.508      0.0000E+00      0.0000E+00
  66.516      0.0000E+00      0.0000E+00
  66.524      0.0000E+00      0.0000E+00
  66.532      0.0000E+00      0.0000E+00
  66.540      0.0000E+00      0.0000E+00
  66.548      0.0000E+00      0.0000E+00
  66.556      0.0000E+00      0.0000E+00
  66.564      0.0000E+00      0.0000E+00
  66.572      0.0000E+00      0.0000E+00
  66.580      0.0000E+00      0.0000E+00
  66.588      0.0000E+00      0.0000E+00
  66.596      0.0000E+00      0.0000E+00
  66.603      0.0000E+00      0.0000E+00
  66.611      0.0000E+00      0.0000E+00
  66.619      0.0000E+00      0.0000E+00
  66.627      0.0000E+00      0.0000E+00
  66.635      0.0000E+00      0.0000E+00
  66.643      0.0000E+00      0.0000E+00
  66.651      0.0000E+00      0.0000E+00
  66.659      0.0000E+00      0.0000E+00
  66.667      0.0000E+00      0.0000E+00
  66.674      0.0000E+00      0.0000E+00
  66.682      0.0000E+00      0.0000E+00
  66.690      0.0000E+00      0.0000E+00
  66.698      0.0000E+00      0.0000E+00
  66.706      0.0000E+00      0.0000E+00
  66.714      0.0000E+00      0.0000E+00
  66.722      0.0000E+00      0.0000E+00
  66.730      0.0000E+00      0.0000E+00
  66.738      0.0000E+00      0.0000E+00
  66.746      0.0000E+00      0.0000E+00
  66.754      0.0000E+00      0.0000E+00
  66.761      0.0000E+00      0.0000E+00
  66.769      0.0000E+00      0.0000E+00
  66.777      0.0000E+00      0.0000E+00
  66.785      0.0000E+00      0.0000E+00
  66.793      0.0000E+00      0.0000E+00
  66.801      0.0000E+00      0.0000E+00
  66.809      0.0000E+00      0.0000E+00
  66.817      0.0000E+00      0.0000E+00
  66.825      0.0000E+00      0.0000E+00
  66.833      0.0000E+00      0.0000E+00
  66.841      0.0000E+00      0.0000E+00
  66.848      0.0000E+00      0.0000E+00
  66.856      0.0000E+00      0.0000E+00
  66.864      0.0000E+00      0.0000E+00
  66.872      0.0000E+00      0.0000E+00
  66.880      0.0000E+00      0.0000E+00
  66.888      0.0000E+00      0.0000E+00
  66.896      0.0000E+00      0.0000E+00
  66.904      0.0000E+00      0.0000E+00
  66.912      0.0000E+00      0.0000E+00
  66.920      0.0000E+00      0.0000E+00
  66.927      0.0000E+00      0.0000E+00
  66.935      0.0000E+00      0.0000E+00
  66.943      0.0000E+00      0.0000E+00
  66.951      0.0000E+00      0.0000E+00
  66.959      0.0000E+00      0.0000E+00
  66.967      0.0000E+00      0.0000E+00
  66.975      0.0000E+00      0.0000E+00
  66.983      0.0000E+00      0.0000E+00
  66.991      0.0000E+00      0.0000E+00
  66.999      0.0000E+00      0.0000E+00
  67.007      0.0000E+00      0.0000E+00
  67.014      0.0000E+00      0.0000E+00
  67.022      0.0000E+00      0.0000E+00
  67.030      0.0000E+00      0.0000E+00
  67.038      0.0000E+00      0.0000E+00
  67.046      0.0000E+00      0.0000E+00
  67.054      0.0000E+00      0.0000E+00
  67.062      0.0000E+00      0.0000E+00
  67.070      0.0000E+00      0.0000E+00
  67.078      0.0000E+00      0.0000E+00
  67.086      0.0000E+00      0.0000E+00
  67.094      0.0000E+00      0.0000E+00
  67.101      0.0000E+00      0.0000E+00
  67.109      0.0000E+00      0.0000E+00
  67.117      0.0000E+00      0.0000E+00
  67.125      0.0000E+00      0.0000E+00
  67.133      0.0000E+00      0.0000E+00
  67.141      0.0000E+00      0.0000E+00
  67.149      0.0000E+00      0.0000E+00
  67.157      0.0000E+00      0.0000E+00
  67.165      0.0000E+00      0.0000E+00
  67.172      0.0000E+00      0.0000E+00
  67.180      0.0000E+00      0.0000E+00
  67.188      0.0000E+00      0.0000E+00
  67.196      0.0000E+00      0.0000E+00
  67.204      0.0000E+00      0.0000E+00
  67.212      0.0000E+00      0.0000E+00
  67.220      0.0000E+00      0.0000E+00
  67.228      0.0000E+00      0.0000E+00
  67.236      0.0000E+00      0.0000E+00
  67.244      0.0000E+00      0.0000E+00
  67.252      0.0000E+00      0.0000E+00
  67.260      0.0000E+00      0.0000E+00
  67.267      0.0000E+00      0.0000E+00
  67.275      0.0000E+00      0.0000E+00
  67.283      0.0000E+00      0.0000E+00
  67.291      0.0000E+00      0.0000E+00
  67.299      0.0000E+00      0.0000E+00
  67.307      0.0000E+00      0.0000E+00
  67.315      0.0000E+00      0.0000E+00
  67.323      0.0000E+00      0.0000E+00
  67.331      0.0000E+00      0.0000E+00
  67.338      0.0000E+00      0.0000E+00
  67.346      0.0000E+00      0.0000E+00
  67.354      0.0000E+00      0.0000E+00
  67.362      0.0000E+00      0.0000E+00
  67.370      0.0000E+00      0.0000E+00
  67.378      0.0000E+00      0.0000E+00
  67.386      0.0000E+00      0.0000E+00
  67.394      0.0000E+00      0.0000E+00
  67.402      0.0000E+00      0.0000E+00
  67.410      0.0000E+00      0.0000E+00
  67.418      0.0000E+00      0.0000E+00
  67.425      0.0000E+00      0.0000E+00
  67.433      0.0000E+00      0.0000E+00
  67.441      0.0000E+00      0.0000E+00
  67.449      0.0000E+00      0.0000E+00
  67.457      0.0000E+00      0.0000E+00
  67.465      0.0000E+00      0.0000E+00
  67.473      0.0000E+00      0.0000E+00
  67.481      0.0000E+00      0.0000E+00
  67.489      0.0000E+00      0.0000E+00
  67.497      0.0000E+00      0.0000E+00
  67.504      0.0000E+00      0.0000E+00
  67.512      0.0000E+00      0.0000E+00
  67.520      0.0000E+00      0.0000E+00
  67.528      0.0000E+00      0.0000E+00
  67.536      0.0000E+00      0.0000E+00
  67.544      0.0000E+00      0.0000E+00
  67.552      0.0000E+00      0.0000E+00
  67.560      0.0000E+00      0.0000E+00
  67.568      0.0000E+00      0.0000E+00
  67.576      0.0000E+00      0.0000E+00
  67.584      0.0000E+00      0.0000E+00
  67.591      0.0000E+00      0.0000E+00
  67.599      0.0000E+00      0.0000E+00
  67.607      0.0000E+00      0.0000E+00
  67.615      0.0000E+00      0.0000E+00
  67.623      0.0000E+00      0.0000E+00
  67.631      0.0000E+00      0.0000E+00
  67.639      0.0000E+00      0.0000E+00
  67.647      0.0000E+00      0.0000E+00
  67.655      0.0000E+00      0.0000E+00
  67.663      0.0000E+00      0.0000E+00
  67.671      0.0000E+00      0.0000E+00
  67.678      0.0000E+00      0.0000E+00
  67.686      0.0000E+00      0.0000E+00
  67.694      0.0000E+00      0.0000E+00
  67.702      0.0000E+00      0.0000E+00
  67.710      0.0000E+00      0.0000E+00
  67.718      0.0000E+00      0.0000E+00
  67.726      0.0000E+00      0.0000E+00
  67.734      0.0000E+00      0.0000E+00
  67.742      0.0000E+00      0.0000E+00
  67.750      0.0000E+00      0.0000E+00
  67.757      0.0000E+00      0.0000E+00
  67.765      0.0000E+00      0.0000E+00
  67.773      0.0000E+00      0.0000E+00
  67.781      0.0000E+00      0.0000E+00
  67.789      0.0000E+00      0.0000E+00
  67.797      0.0000E+00      0.0000E+00
  67.805      0.0000E+00      0.0000E+00
  67.813      0.0000E+00      0.0000E+00
  67.821      0.0000E+00      0.0000E+00
  67.829      0.0000E+00      0.0000E+00
  67.837      0.0000E+00      0.0000E+00
  67.844      0.0000E+00      0.0000E+00
  67.852      0.0000E+00      0.0000E+00
  67.860      0.0000E+00      0.0000E+00
  67.868      0.0000E+00      0.0000E+00
  67.876      0.0000E+00      0.0000E+00
  67.884      0.0000E+00      0.0000E+00
  67.892      0.0000E+00      0.0000E+00
  67.900      0.0000E+00      0.0000E+00
  67.908      0.0000E+00      0.0000E+00
  67.916      0.0000E+00      0.0000E+00
  67.924      0.0000E+00      0.0000E+00
  67.931      0.0000E+00      0.0000E+00
  67.939      0.0000E+00      0.0000E+00
  67.947      0.0000E+00      0.0000E+00
  67.955      0.0000E+00      0.0000E+00
  67.963      0.0000E+00      0.0000E+00
  67.971      0.0000E+00      0.0000E+00
  67.979      0.0000E+00      0.0000E+00
  67.987      0.0000E+00      0.0000E+00
  67.995      0.0000E+00      0.0000E+00
  68.002      0.0000E+00      0.0000E+00
  68.010      0.0000E+00      0.0000E+00
  68.018      0.0000E+00      0.0000E+00
  68.026      0.0000E+00      0.0000E+00
  68.034      0.0000E+00      0.0000E+00
  68.042      0.0000E+00      0.0000E+00
  68.050      0.0000E+00      0.0000E+00
  68.058      0.0000E+00      0.0000E+00
  68.066      0.0000E+00      0.0000E+00
  68.074      0.0000E+00      0.0000E+00
  68.082      0.0000E+00      0.0000E+00
  68.090      0.0000E+00      0.0000E+00
  68.097      0.0000E+00      0.0000E+00
  68.105      0.0000E+00      0.0000E+00
  68.113      0.0000E+00      0.0000E+00
  68.121      0.0000E+00      0.0000E+00
  68.129      0.0000E+00      0.0000E+00
  68.137      0.0000E+00      0.0000E+00
  68.145      0.0000E+00      0.0000E+00
  68.153      0.0000E+00      0.0000E+00
  68.161      0.0000E+00      0.0000E+00
  68.168      0.0000E+00      0.0000E+00
  68.176      0.0000E+00      0.0000E+00
  68.184      0.0000E+00      0.0000E+00
  68.192      0.0000E+00      0.0000E+00
  68.200      0.0000E+00      0.0000E+00
  68.208      0.0000E+00      0.0000E+00
  68.216      0.0000E+00      0.0000E+00
  68.224      0.0000E+00      0.0000E+00
  68.232      0.0000E+00      0.0000E+00
  68.240      0.0000E+00      0.0000E+00
  68.248      0.0000E+00      0.0000E+00
  68.255      0.0000E+00      0.0000E+00
  68.263      0.0000E+00      0.0000E+00
  68.271      0.0000E+00      0.0000E+00
  68.279      0.0000E+00      0.0000E+00
  68.287      0.0000E+00      0.0000E+00
  68.295      0.0000E+00      0.0000E+00
  68.303      0.0000E+00      0.0000E+00
  68.311      0.0000E+00      0.0000E+00
  68.319      0.0000E+00      0.0000E+00
  68.327      0.0000E+00      0.0000E+00
  68.335      0.0000E+00      0.0000E+00
  68.342      0.0000E+00      0.0000E+00
  68.350      0.0000E+00      0.0000E+00
  68.358      0.0000E+00      0.0000E+00
  68.366      0.0000E+00      0.0000E+00
  68.374      0.0000E+00      0.0000E+00
  68.382      0.0000E+00      0.0000E+00
  68.390      0.0000E+00      0.0000E+00
  68.398      0.0000E+00      0.0000E+00
  68.406      0.0000E+00      0.0000E+00
  68.413      0.0000E+00      0.0000E+00
  68.421      0.0000E+00      0.0000E+00
  68.429      0.0000E+00      0.0000E+00
  68.437      0.0000E+00      0.0000E+00
  68.445      0.0000E+00      0.0000E+00
  68.453      0.0000E+00      0.0000E+00
  68.461      0.0000E+00      0.0000E+00
  68.469      0.0000E+00      0.0000E+00
  68.477      0.0000E+00      0.0000E+00
  68.485      0.0000E+00      0.0000E+00
  68.493      0.0000E+00      0.0000E+00
  68.501      0.0000E+00      0.0000E+00
  68.508      0.0000E+00      0.0000E+00
  68.516      0.0000E+00      0.0000E+00
  68.524      0.0000E+00      0.0000E+00
  68.532      0.0000E+00      0.0000E+00
  68.540      0.0000E+00      0.0000E+00
  68.548      0.0000E+00      0.0000E+00
  68.556      0.0000E+00      0.0000E+00
  68.564      0.0000E+00      0.0000E+00
  68.572      0.0000E+00      0.0000E+00
  68.579      0.0000E+00      0.0000E+00
  68.587      0.0000E+00      0.0000E+00
  68.595      0.0000E+00      0.0000E+00
  68.603      0.0000E+00      0.0000E+00
  68.611      0.0000E+00      0.0000E+00
  68.619      0.0000E+00      0.0000E+00
  68.627      0.0000E+00      0.0000E+00
  68.635      0.0000E+00      0.0000E+00
  68.643      0.0000E+00      0.0000E+00
  68.651      0.0000E+00      0.0000E+00
  68.659      0.0000E+00      0.0000E+00
  68.666      0.0000E+00      0.0000E+00
  68.674      0.0000E+00      0.0000E+00
  68.682      0.0000E+00      0.0000E+00
  68.690      0.0000E+00      0.0000E+00
  68.698      0.0000E+00      0.0000E+00
  68.706      0.0000E+00      0.0000E+00
  68.714      0.0000E+00      0.0000E+00
  68.722      0.0000E+00      0.0000E+00
  68.730      0.0000E+00      0.0000E+00
  68.738      0.0000E+00      0.0000E+00
  68.746      0.0000E+00      0.0000E+00
  68.753      0.0000E+00      0.0000E+00
  68.761      0.0000E+00      0.0000E+00
  68.769      0.0000E+00      0.0000E+00
  68.777      0.0000E+00      0.0000E+00
  68.785      0.0000E+00      0.0000E+00
  68.793      0.0000E+00      0.0000E+00
  68.801      0.0000E+00      0.0000E+00
  68.809      0.0000E+00      0.0000E+00
  68.817      0.0000E+00      0.0000E+00
  68.825      0.0000E+00      0.0000E+00
  68.832      0.0000E+00      0.0000E+00
  68.840      0.0000E+00      0.0000E+00
  68.848      0.0000E+00      0.0000E+00
  68.856      0.0000E+00      0.0000E+00
  68.864      0.0000E+00      0.0000E+00
  68.872      0.0000E+00      0.0000E+00
  68.880      0.0000E+00      0.0000E+00
  68.888      0.0000E+00      0.0000E+00
  68.896      0.0000E+00      0.0000E+00
  68.904      0.0000E+00      0.0000E+00
  68.912      0.0000E+00      0.0000E+00
  68.919      0.0000E+00      0.0000E+00
  68.927      0.0000E+00      0.0000E+00
  68.935      0.0000E+00      0.0000E+00
  68.943      0.0000E+00      0.0000E+00
  68.951      0.0000E+00      0.0000E+00
  68.959      0.0000E+00      0.0000E+00
  68.967      0.0000E+00      0.0000E+00
  68.975      0.0000E+00      0.0000E+00
  68.983      0.0000E+00      0.0000E+00
  68.991      0.0000E+00      0.0000E+00
  68.999      0.0000E+00      0.0000E+00
  69.006      0.0000E+00      0.0000E+00
  69.014      0.0000E+00      0.0000E+00
  69.022      0.0000E+00      0.0000E+00
  69.030      0.0000E+00      0.0000E+00
  69.038      0.0000E+00      0.0000E+00
  69.046      0.0000E+00      0.0000E+00
  69.054      0.0000E+00      0.0000E+00
  69.062      0.0000E+00      0.0000E+00
  69.070      0.0000E+00      0.0000E+00
  69.078      0.0000E+00      0.0000E+00
  69.085      0.0000E+00      0.0000E+00
  69.093      0.0000E+00      0.0000E+00
  69.101      0.0000E+00      0.0000E+00
  69.109      0.0000E+00      0.0000E+00
  69.117      0.0000E+00      0.0000E+00
  69.125      0.0000E+00      0.0000E+00
  69.133      0.0000E+00      0.0000E+00
  69.141      0.0000E+00      0.0000E+00
  69.149      0.0000E+00      0.0000E+00
  69.157      0.0000E+00      0.0000E+00
  69.165      0.0000E+00      0.0000E+00
  69.172      0.0000E+00      0.0000E+00
  69.180      0.0000E+00      0.0000E+00
  69.188      0.0000E+00      0.0000E+00
  69.196      0.0000E+00      0.0000E+00
  69.204      0.0000E+00      0.0000E+00
  69.212      0.0000E+00      0.0000E+00
  69.220      0.0000E+00      0.0000E+00
  69.228      0.0000E+00      0.0000E+00
  69.236      0.0000E+00      0.0000E+00
  69.243      0.0000E+00      0.0000E+00
  69.251      0.0000E+00      0.0000E+00
  69.259      0.0000E+00      0.0000E+00
  69.267      0.0000E+00      0.0000E+00
  69.275      0.0000E+00      0.0000E+00
  69.283      0.0000E+00      0.0000E+00
  69.291      0.0000E+00      0.0000E+00
  69.299      0.0000E+00      0.0000E+00
  69.307      0.0000E+00      0.0000E+00
  69.315      0.0000E+00      0.0000E+00
  69.323      0.0000E+00      0.0000E+00
  69.331      0.0000E+00      0.0000E+00
  69.338      0.0000E+00      0.0000E+00
  69.346      0.0000E+00      0.0000E+00
  69.354      0.0000E+00      0.0000E+00
  69.362      0.0000E+00      0.0000E+00
  69.370      0.0000E+00      0.0000E+00
  69.378      0.0000E+00      0.0000E+00
  69.386      0.0000E+00      0.0000E+00
  69.394      0.0000E+00      0.0000E+00
  69.402      0.0000E+00      0.0000E+00
  69.409      0.0000E+00      0.0000E+00
  69.417      0.0000E+00      0.0000E+00
  69.425      0.0000E+00      0.0000E+00
  69.433      0.0000E+00      0.0000E+00
  69.441      0.0000E+00      0.0000E+00
  69.449      0.0000E+00      0.0000E+00
  69.457      0.0000E+00      0.0000E+00
  69.465      0.0000E+00      0.0000E+00
  69.473      0.0000E+00      0.0000E+00
  69.481      0.0000E+00      0.0000E+00
  69.489      0.0000E+00      0.0000E+00
  69.496      0.0000E+00      0.0000E+00
  69.504      0.0000E+00      0.0000E+00
  69.512      0.0000E+00      0.0000E+00
  69.520      0.0000E+00      0.0000E+00
  69.528      0.0000E+00      0.0000E+00
  69.536      0.0000E+00      0.0000E+00
  69.544      0.0000E+00      0.0000E+00
  69.552      0.0000E+00      0.0000E+00
  69.560      0.0000E+00      0.0000E+00
  69.568      0.0000E+00      0.0000E+00
  69.576      0.0000E+00      0.0000E+00
  69.583      0.0000E+00      0.0000E+00
  69.591      0.0000E+00      0.0000E+00
  69.599      0.0000E+00      0.0000E+00
  69.607      0.0000E+00      0.0000E+00
  69.615      0.0000E+00      0.0000E+00
  69.623      0.0000E+00      0.0000E+00
  69.631      0.0000E+00      0.0000E+00
  69.639      0.0000E+00      0.0000E+00
  69.647      0.0000E+00      0.0000E+00
  69.654      0.0000E+00      0.0000E+00
